,ID,Pay Rate
140,26079,65.68
141,25073,58.54
142,56155,117.72
143,30185,109.16
144,77700,133.52
145,30668,100.30
146,18267,173.76
147,38841,129.02
148,47067,71.52
149,33651,115.15
150,69660,102.43
151,70674,75.03
152,87019,31.77
153,38322,62.42
154,76391,90.96
155,37557,169.91
156,10205,101.73
157,20738,180.26
158,57473,96.92
159,47712,73.03
160,14173,82.40
161,20471,113.18
162,50108,98.30
163,51940,164.89
164,86247,105.26
165,36711,135.25
166,97079,126.62
167,83264,90.93
168,53595,55.65
169,44205,75.61
170,50778,173.38
171,65696,136.40
172,26652,99.42
173,69280,78.74
174,70312,96.90
175,97935,94.73
176,80896,106.67
177,34513,82.57
178,68945,83.46
179,95238,107.29
180,79601,48.47
181,38757,45.32
182,28337,51.88
183,84445,30.96
184,51025,93.64
185,45985,35.97
186,26956,106.49
187,97325,152.18
188,64990,92.93
189,20755,133.65
190,55468,175.77
191,64596,170.32
192,19226,70.31
193,26104,61.73
194,48007,186.57
195,57430,110.59
196,97067,151.26
197,18978,121.15
198,52932,186.59
199,19740,169.19
200,38646,104.57
201,45124,111.10
202,96696,135.34
203,26356,73.73
204,54820,111.25
205,83129,79.13
206,38403,109.76
207,43880,100.94
208,32336,94.94
209,62673,96.98
210,55733,44.60
211,35867,89.67
212,14330,132.15
213,59286,119.62
214,89028,94.16
215,36568,80.15
216,37072,139.92
217,69200,91.30
218,69550,123.28
219,73707,77.57
220,63067,189.63
221,85257,89.46
222,83887,69.66
223,63208,144.99
224,67767,111.17
225,90479,157.58
226,62091,101.89
227,86861,172.72
228,94404,58.12
229,16529,102.27
230,23927,38.56
231,29615,113.34
232,65353,111.12
233,80394,111.66
234,79602,159.36
235,81036,89.64
236,42964,87.27
237,68968,172.30
238,93238,89.08
239,38551,173.75
240,42900,106.65
241,74160,100.63
242,22239,179.94
243,95208,66.58
244,53822,97.04
245,12801,123.93
246,57415,106.73
247,85602,95.01
248,52982,62.59
249,93487,87.80
250,52636,121.33
251,22489,124.58
252,61662,140.66
253,44183,183.25
254,62551,85.14
255,10123,112.25
256,13163,108.38
257,90378,148.66
258,19699,54.65
259,49912,153.25
260,74425,120.99
261,48796,116.44
262,69428,48.91
263,73100,91.26
264,19041,135.13
265,96262,33.81
266,36831,98.61
267,92951,113.91
268,34327,70.32
269,55561,133.59
270,47436,53.41
271,97790,85.96
272,44275,95.06
273,48895,100.28
274,93594,109.43
275,72045,109.36
276,94504,128.58
277,33210,152.06
278,83404,114.95
279,19543,105.95
280,14035,120.87
281,54892,145.26
282,55620,169.30
283,88590,85.10
284,74672,113.23
285,77350,97.71
286,46780,108.19
287,90591,43.17
288,55574,117.65
289,71991,93.20
290,37124,109.35
291,36033,79.58
292,14871,85.97
293,71614,69.21
294,14269,81.83
295,66624,87.20
296,77048,113.05
297,21264,118.58
298,54503,151.19
299,33111,56.45
300,14511,138.52
301,72517,12.15
302,22117,132.06
303,75407,99.25
304,34326,140.33
305,55370,105.39
306,17491,95.53
307,47687,183.14
308,86128,92.07
309,14775,35.35
310,44578,90.00
311,61624,23.99
312,43741,77.34
313,27369,153.19
314,93994,123.34
315,34218,136.11
316,54578,71.51
317,79078,94.11
318,29324,89.33
319,68207,66.23
320,50431,94.67
321,92338,133.22
322,51708,81.83
323,25370,124.21
324,19848,149.14
325,22690,47.38
326,14249,36.75
327,34561,176.68
328,68779,125.83
329,15605,48.90
330,49205,123.55
331,11636,104.90
332,86872,94.79
333,89363,93.03
334,19983,90.01
335,28204,134.51
336,34325,70.10
337,35761,93.28
338,97575,120.76
339,57759,74.18
340,85668,142.64
341,24899,88.57
342,48879,125.32
343,77793,116.71
344,80112,133.57
345,31225,120.22
346,30263,104.43
347,65487,96.38
348,49885,36.98
349,96002,93.35
350,94708,112.42
351,57499,127.02
352,23788,95.84
353,53773,74.55
354,22500,165.08
355,77007,117.32
356,32841,147.26
357,43303,56.59
358,84738,144.99
359,64430,79.17
360,69737,138.51
361,79598,79.93
362,64022,88.14
363,47282,122.09
364,21808,40.19
365,88519,106.15
366,27280,145.58
367,99601,112.67
368,71335,91.30
369,53554,38.62
370,54844,155.12
371,98525,33.45
372,88577,56.56
373,29569,118.90
374,28716,105.60
375,78365,58.89
376,95419,168.95
377,22559,49.18
378,27023,121.73
379,72700,106.24
380,96547,114.19
381,13661,93.17
382,78517,120.09
383,24944,190.23
384,14217,79.47
385,53140,131.89
386,67140,158.00
387,10925,135.85
388,98194,64.94
389,29758,44.52
390,57661,49.80
391,97443,92.65
392,28621,128.22
393,83654,130.01
394,87469,136.01
395,73319,115.43
396,13948,93.44
397,65755,33.16
398,12933,93.83
399,80427,63.03
400,55334,100.92
401,89966,127.18
402,27138,88.11
403,91878,87.09
404,52438,79.21
405,76758,130.83
406,41791,80.99
407,40613,87.42
408,66919,122.55
409,94347,169.27
410,57979,143.53
411,68428,94.50
412,16873,61.92
413,51693,85.37
414,21580,68.18
415,30823,110.62
416,12603,101.78
417,46149,65.83
418,30351,112.30
419,46390,113.47
420,44753,176.58
421,89283,100.67
422,62165,73.29
423,58262,119.20
424,78446,120.40
425,35212,51.07
426,80467,131.62
427,96288,169.65
428,10413,158.30
429,55496,124.51
430,43877,70.29
431,98782,40.37
432,38830,168.91
433,68594,93.39
434,64718,168.78
435,63926,65.97
436,82358,93.18
437,72622,108.96
438,45285,92.00
439,80686,63.69
440,40441,71.56
441,57581,75.05
442,49666,156.48
443,38710,66.24
444,43229,94.09
445,72051,101.75
446,57844,121.45
447,18249,94.13
448,32713,154.71
449,49158,78.86
450,84544,90.02
451,85307,35.49
452,76684,109.83
453,20936,139.70
454,48223,122.59
455,24204,148.11
456,76993,74.74
457,71952,107.97
458,57119,66.63
459,39296,133.63
460,94301,115.78
461,46596,33.24
462,76106,102.61
463,56365,49.66
464,43713,82.06
465,30651,31.12
466,41274,63.60
467,39834,127.79
468,46010,146.13
469,91466,119.28
470,58966,96.47
471,10984,138.51
472,88338,145.47
473,43909,93.47
474,67899,132.49
475,57080,109.59
476,82630,142.59
477,98081,110.83
478,53383,111.83
479,13870,58.95
480,73733,163.11
481,67933,91.38
482,14216,145.06
483,46813,98.42
484,79089,107.04
485,16890,120.84
486,30888,75.59
487,86330,133.76
488,92806,113.67
489,28593,130.33
490,83861,73.40
491,62885,130.44
492,83059,100.66
493,95334,81.63
494,90162,132.87
495,64485,79.72
496,40034,79.01
497,35252,163.78
498,32084,103.47
499,52902,117.75
500,22464,56.57
501,30234,54.07
502,94620,90.57
503,18269,116.19
504,74479,179.07
505,53304,46.94
506,95243,75.99
507,64088,49.96
508,92380,142.85
509,11693,70.41
510,22273,192.95
511,64794,74.92
512,23721,119.31
513,33101,109.28
514,72208,111.28
515,79451,67.30
516,30525,81.72
517,45403,74.03
518,80162,58.06
519,87211,105.04
520,63071,79.48
521,96503,52.48
522,55203,170.26
523,23335,115.82
524,45460,72.68
525,68717,79.45
526,18733,93.09
527,15447,115.47
528,38950,50.56
529,20980,102.16
530,71231,33.80
531,85242,93.46
532,48307,103.49
533,65029,53.43
534,36296,164.42
535,13469,103.50
536,70019,97.27
537,86101,73.51
538,39522,116.75
539,62186,22.30
540,93611,182.61
541,59643,145.79
542,92768,95.38
543,99535,112.13
544,22942,103.04
545,58031,27.19
546,76723,144.65
547,61784,115.75
548,67336,99.77
549,87597,29.84
550,20562,120.44
551,17037,75.35
552,23414,50.96
553,18105,147.41
554,94619,150.79
555,56695,105.82
556,20010,79.39
557,34362,66.30
558,32567,48.62
559,47027,77.18
560,88533,76.88
561,77317,127.47
562,64260,143.91
563,64206,79.75
564,13098,58.36
565,98373,163.57
566,63606,105.52
567,19738,160.84
568,79769,65.47
569,48019,30.96
570,49214,103.72
571,52360,22.09
572,48103,64.20
573,25533,97.32
574,11455,99.49
575,10279,142.29
576,78710,90.56
577,75269,77.22
578,52039,105.57
579,80648,76.66
580,79420,107.47
581,27071,74.84
582,38473,131.94
583,72960,150.31
584,60458,122.58
585,69954,107.01
586,90044,84.81
587,11337,82.63
588,19765,96.19
589,95816,15.09
590,38015,63.33
591,58873,141.86
592,78734,30.34
593,40542,124.55
594,80965,58.27
595,40798,53.30
596,61225,116.91
597,47832,90.66
598,38684,81.66
599,72152,133.66
600,61905,143.17
601,39801,125.52
602,94445,121.76
603,55210,99.15
604,25268,114.92
605,37267,95.42
606,86867,90.95
607,61530,63.74
608,51791,70.55
609,15216,118.06
610,65777,188.36
611,41867,53.23
612,80378,95.69
613,50785,127.83
614,12790,93.54
615,61480,99.28
616,88062,45.38
617,30551,77.44
618,19282,122.61
619,63496,88.65
620,63360,79.62
621,94130,159.30
622,48521,73.56
623,46668,164.01
624,90685,182.16
625,10192,104.38
626,79443,148.32
627,34410,101.77
628,52396,106.14
629,86736,130.81
630,22835,83.74
631,70324,118.83
632,47796,81.91
633,75361,153.05
634,31721,116.88
635,78574,110.70
636,38410,62.44
637,88011,76.90
638,86799,61.26
639,23071,123.69
640,64387,93.17
641,22695,117.13
642,16819,69.86
643,56989,108.72
644,43163,138.68
645,90041,107.68
646,84833,38.78
647,27171,130.85
648,93347,129.90
649,45834,96.52
650,99168,125.30
651,83843,168.00
652,98777,193.93
653,68911,167.80
654,36682,57.99
655,69234,52.44
656,80392,173.03
657,27117,113.91
658,13160,139.36
659,53351,82.58
660,68844,78.02
661,25543,131.12
662,36396,134.30
663,11511,144.42
664,53077,124.81
665,21615,163.62
666,25336,138.00
667,72800,16.71
668,89444,89.52
669,69004,33.76
670,84829,56.88
671,24324,81.70
672,39389,97.60
673,25526,88.34
674,55240,141.16
675,54849,64.74
676,37261,72.07
677,52635,55.94
678,22456,126.60
679,36269,140.69
680,40478,176.68
681,29266,170.76
682,23985,140.24
683,13927,100.99
684,36439,112.28
685,66550,138.18
686,52013,144.43
687,67666,35.23
688,89265,115.43
689,28482,152.46
690,74099,42.21
691,73658,19.10
692,67528,75.00
693,39189,88.44
694,11705,177.06
695,47976,127.91
696,14619,20.25
697,41482,88.22
698,89624,65.77
699,60004,114.27
700,74821,80.19
701,88725,113.40
702,35224,56.10
703,69557,118.25
704,50543,62.09
705,78877,77.22
706,80110,159.94
707,54445,157.25
708,39658,50.23
709,85255,104.70
710,28437,180.85
711,40689,68.82
712,25320,137.43
713,76042,79.01
714,17335,89.34
715,52251,57.34
716,97116,111.24
717,99721,157.30
718,65498,89.53
719,77042,110.03
720,23181,139.37
721,86980,46.34
722,18828,143.74
723,22927,89.21
724,92019,92.30
725,73746,78.58
726,24929,167.61
727,76545,156.74
728,73428,77.52
729,70713,117.37
730,60012,92.79
731,14482,81.83
732,65319,78.62
733,43829,16.93
734,83188,75.52
735,30373,95.64
736,65310,120.21
737,56183,111.87
738,27075,82.61
739,57429,143.38
740,10206,60.97
741,50446,64.78
742,10958,46.96
743,12434,130.03
744,15004,136.46
745,54281,69.78
746,51040,156.79
747,70829,53.85
748,48120,140.95
749,47384,145.42
750,38115,136.26
751,27757,66.02
752,40223,159.94
753,86869,139.67
754,76653,96.00
755,27709,103.09
756,90901,62.86
757,45394,65.51
758,58125,127.08
759,25636,111.99
760,43285,65.12
761,73676,52.31
762,22061,126.64
763,56304,150.81
764,31732,90.97
765,34008,30.37
766,81508,103.08
767,76212,130.60
768,66178,134.75
769,72970,140.13
770,41920,98.04
771,13248,138.39
772,12630,26.21
773,71998,111.97
774,95652,128.04
775,11818,73.97
776,44799,100.88
777,85800,45.29
778,37582,125.21
779,27837,89.61
780,31188,136.66
781,78112,111.42
782,45129,150.31
783,20272,56.04
784,67611,44.30
785,26390,109.71
786,51776,162.36
787,83694,187.01
788,70676,99.42
789,50638,41.87
790,12714,59.97
791,13513,65.11
792,79690,69.90
793,86643,184.93
794,70006,131.51
795,87392,87.15
796,14838,167.51
797,56233,147.75
798,66266,102.24
799,37413,70.51
800,49822,76.42
801,67625,95.78
802,10682,154.74
803,22584,79.38
804,88583,124.45
805,25506,139.39
806,87820,174.26
807,39693,89.71
808,47998,139.18
809,79573,119.47
810,90317,87.32
811,94226,75.13
812,89854,118.85
813,78783,151.53
814,93208,70.14
815,36760,124.62
816,80798,124.84
817,32735,155.07
818,82119,111.39
819,92405,169.90
820,32430,54.64
821,47029,79.00
822,83978,114.27
823,11203,123.40
824,93012,172.99
825,24995,106.21
826,22091,89.46
827,50258,113.01
828,80766,99.77
829,49849,108.84
830,43426,75.60
831,82132,153.50
832,83109,82.95
833,10724,37.12
834,90537,34.41
835,67098,91.43
836,94108,165.71
837,18583,135.16
838,28338,26.96
839,66657,113.51
840,73125,111.98
841,60498,116.13
842,45979,86.80
843,89408,85.96
844,48010,95.27
845,38911,108.06
846,69990,122.80
847,57111,99.86
848,77920,124.33
849,23030,122.31
850,55869,130.08
851,93867,165.96
852,76909,45.41
853,74557,89.35
854,97353,162.15
855,89296,115.53
856,46068,53.44
857,86893,145.02
858,35257,77.83
859,81512,105.67
860,98977,130.15
861,39484,167.40
862,63761,99.12
863,77243,118.16
864,43270,49.02
865,70044,129.31
866,79115,19.55
867,85026,33.93
868,88995,102.05
869,60742,90.21
870,30640,98.50
871,77520,97.09
872,48318,73.90
873,47853,99.73
874,95649,85.66
875,38944,97.32
876,67911,141.45
877,20847,162.21
878,11440,99.67
879,10966,124.41
880,26112,94.68
881,52171,73.42
882,54408,84.73
883,28784,68.29
884,28707,127.51
885,29121,75.00
886,20284,131.38
887,74676,127.15
888,13931,50.47
889,45096,101.07
890,95461,83.85
891,84644,64.45
892,28958,19.81
893,86092,36.00
894,89564,113.56
895,95809,71.80
896,29959,107.87
897,56297,136.02
898,46156,87.97
899,54825,137.11
900,84398,104.60
901,36706,136.16
902,36474,158.10
903,86571,90.35
904,82348,98.38
905,18900,103.94
906,40359,51.90
907,11977,110.95
908,10121,109.09
909,89388,123.37
910,36213,156.11
911,30751,163.63
912,28120,59.00
913,14924,150.15
914,11640,38.42
915,79792,148.60
916,56917,182.80
917,62775,111.51
918,24802,171.98
919,47303,170.72
920,53099,143.73
921,74503,99.23
922,34091,155.59
923,72339,76.23
924,24119,142.10
925,88662,118.40
926,72042,150.57
927,87461,74.06
928,84717,81.71
929,58845,98.15
930,26056,70.39
931,81623,117.60
932,63635,119.92
933,37126,124.49
934,54400,96.65
935,38981,147.46
936,24141,109.69
937,20218,103.71
938,13447,100.70
939,77442,119.73
940,41514,88.87
941,20541,95.93
942,66750,109.63
943,40702,134.64
944,20277,71.27
945,56765,123.99
946,84001,59.22
947,12938,129.38
948,89036,119.03
949,92665,42.66
950,49252,107.35
951,86381,94.82
952,65116,92.83
953,53766,90.62
954,78413,52.53
955,65231,96.86
956,70115,125.70
957,13156,96.99
958,96415,76.19
959,69498,132.44
960,32499,94.53
961,25406,82.69
962,53020,152.27
963,21514,141.03
964,91828,111.67
965,17439,180.13
966,20667,92.73
967,15526,109.81
968,75970,40.65
969,34972,83.57
970,22030,112.68
971,70912,133.15
972,33933,58.68
973,84551,84.83
974,18408,111.38
975,67418,65.03
976,45509,134.68
977,68434,35.15
978,39822,95.49
979,34770,133.93
980,60404,65.63
981,47495,90.55
982,21056,163.25
983,32210,127.20
984,61352,126.83
985,64041,154.25
986,93076,80.77
987,45608,167.36
988,53388,114.06
989,72313,136.04
990,67588,93.21
991,20952,82.42
992,65688,46.81
993,31527,123.11
994,95637,161.04
995,84120,127.65
996,10981,57.44
997,56343,123.70
998,76935,85.17
999,92241,97.67
1000,96820,137.04
1001,42423,148.76
1002,70888,76.19
1003,74068,31.23
1004,68704,82.91
1005,75553,74.53
1006,56264,117.56
1007,23778,88.58
1008,30612,63.96
1009,29025,92.82
1010,67672,117.94
1011,56241,77.48
1012,25296,128.29
1013,96400,72.34
1014,37576,119.02
1015,76142,151.25
1016,84878,141.98
1017,18046,106.49
1018,49120,105.73
1019,90929,58.88
1020,63494,106.55
1021,82214,60.55
1022,98338,189.80
1023,72538,47.23
1024,65977,53.27
1025,34822,136.81
1026,88361,56.34
1027,54376,21.76
1028,62575,116.72
1029,81375,177.76
1030,69817,44.17
1031,40150,100.62
1032,14268,164.36
1033,73529,80.15
1034,18622,117.80
1035,33122,32.41
1036,45510,184.08
1037,70259,124.12
1038,93478,117.04
1039,83177,80.33
1040,88192,94.17
1041,82528,138.68
1042,57208,186.92
1043,35461,137.74
1044,80068,48.26
1045,11935,185.42
1046,48070,82.85
1047,42025,119.29
1048,56885,112.94
1049,90812,103.27
1050,57590,81.01
1051,18544,185.97
1052,55107,43.00
1053,91207,101.01
1054,83164,71.36
1055,85790,120.06
1056,49312,107.63
1057,86118,178.84
1058,41938,131.15
1059,78990,79.53
1060,87044,77.36
1061,56417,76.35
1062,59219,44.17
1063,53245,84.96
1064,96170,20.71
1065,61059,51.76
1066,60622,129.47
1067,21492,179.91
1068,86974,119.50
1069,96191,128.48
1070,77234,66.48
1071,63857,143.77
1072,52178,79.32
1073,75459,103.74
1074,41330,153.21
1075,24824,137.48
1076,51426,133.74
1077,77641,97.61
1078,47791,76.77
1079,40248,111.59
1080,84288,148.87
1081,66568,94.50
1082,65950,159.44
1083,44184,43.30
1084,70749,135.73
1085,29603,127.97
1086,43447,124.74
1087,14377,163.74
1088,74745,183.00
1089,33145,159.39
1090,65540,137.50
1091,71161,118.46
1092,40060,103.37
1093,54064,102.38
1094,11208,134.02
1095,22314,47.89
1096,70198,63.49
1097,75427,84.35
1098,69322,109.84
1099,32964,180.26
1100,96646,81.63
1101,65569,157.52
1102,29171,135.28
1103,19278,159.14
1104,91159,128.22
1105,67799,142.13
1106,66681,43.01
1107,29257,52.68
1108,53293,28.78
1109,49209,162.17
1110,57669,65.03
1111,83246,127.63
1112,61104,138.96
1113,84138,143.42
1114,39380,168.77
1115,61781,156.84
1116,87287,104.54
1117,73017,62.79
1118,32891,140.19
1119,24796,64.15
1120,90595,104.53
1121,26416,32.46
1122,80872,54.75
1123,83048,160.85
1124,10217,136.83
1125,95712,96.57
1126,94792,61.25
1127,27486,113.62
1128,35132,138.66
1129,28040,181.28
1130,26651,110.07
1131,25824,68.60
1132,61333,107.96
1133,65198,29.24
1134,35292,56.47
1135,91359,138.64
1136,57800,178.14
1137,61706,100.08
1138,31371,93.82
1139,80098,151.16
1140,86546,135.97
1141,77130,50.66
1142,35691,129.57
1143,76506,132.38
1144,29240,63.37
1145,48847,65.17
1146,21191,121.65
1147,14603,85.38
1148,31927,133.96
1149,24230,54.59
1150,58560,100.17
1151,88174,30.90
1152,78503,73.72
1153,18255,126.44
1154,83545,127.17
1155,22175,108.71
1156,93172,62.18
1157,27078,117.22
1158,18799,185.93
1159,11620,128.77
1160,78214,56.42
1161,67218,167.21
1162,92938,114.14
1163,29329,103.09
1164,30877,114.49
1165,70933,87.62
1166,62433,62.53
1167,32848,98.45
1168,57771,70.43
1169,76077,155.56
1170,61446,132.21
1171,55909,139.19
1172,34758,121.50
1173,67242,144.22
1174,83564,34.06
1175,62967,98.03
1176,18126,97.43
1177,86475,135.47
1178,78411,106.98
1179,94470,79.23
1180,70266,152.06
1181,20927,110.22
1182,73649,61.87
1183,91066,35.73
1184,62719,65.50
1185,70739,93.07
1186,20857,114.33
1187,99766,120.83
1188,98045,142.28
1189,34553,68.74
1190,91146,109.50
1191,98022,158.56
1192,71560,58.44
1193,54866,137.93
1194,41200,145.15
1195,98441,100.26
1196,58485,113.94
1197,26686,106.00
1198,35682,183.96
1199,27671,134.59
1200,82441,133.27
1201,56054,81.21
1202,17546,85.73
1203,82367,90.55
1204,22674,130.82
1205,12753,150.79
1206,77538,74.52
1207,19874,85.60
1208,10992,128.90
1209,57931,68.45
1210,91725,97.71
1211,74572,27.73
1212,62762,69.10
1213,43917,51.43
1214,43356,55.56
1215,10674,176.14
1216,99377,75.36
1217,33544,129.90
1218,68109,118.17
1219,93621,43.44
1220,33562,49.85
1221,66496,148.12
1222,84733,89.93
1223,62376,70.76
1224,16132,112.20
1225,45455,168.55
1226,83337,76.93
1227,31713,79.75
1228,69512,81.40
1229,79954,109.76
1230,93239,59.83
1231,13749,104.47
1232,59828,116.46
1233,33723,96.73
1234,35359,65.16
1235,47291,77.87
1236,48173,131.11
1237,67960,102.24
1238,65647,193.05
1239,21675,122.27
1240,53723,70.62
1241,16695,162.25
1242,91884,123.82
1243,16849,122.25
1244,63674,141.31
1245,35454,78.90
1246,37813,148.80
1247,64005,75.58
1248,23340,42.00
1249,15423,94.14
1250,93600,117.96
1251,71868,124.48
1252,39391,177.96
1253,80909,188.79
1254,46367,99.13
1255,75065,70.48
1256,86018,119.58
1257,27925,36.45
1258,79910,51.57
1259,28859,84.34
1260,51166,102.62
1261,63216,133.61
1262,77934,101.54
1263,79459,39.85
1264,51194,136.24
1265,78944,149.80
1266,45254,158.39
1267,83923,30.64
1268,60054,130.45
1269,14671,51.70
1270,48247,111.66
1271,55749,142.10
1272,33231,190.27
1273,86199,113.05
1274,86122,119.40
1275,87964,162.35
1276,39802,123.46
1277,29587,65.87
1278,75690,89.13
1279,84101,43.82
1280,69426,69.92
1281,77778,97.08
1282,11745,53.33
1283,22558,88.89
1284,26779,118.26
1285,64826,170.71
1286,63200,123.01
1287,51275,147.44
1288,83715,37.73
1289,99157,136.60
1290,84084,126.99
1291,99605,105.50
1292,13371,65.53
1293,36825,125.30
1294,33409,88.45
1295,37339,46.60
1296,15260,61.90
1297,87683,87.56
1298,57205,105.08
1299,75318,72.38
1300,76535,109.78
1301,99007,176.14
1302,76215,97.57
1303,84000,59.71
1304,91659,104.45
1305,82362,92.94
1306,22391,121.67
1307,74651,139.40
1308,52128,76.97
1309,91083,110.34
1310,38736,76.44
1311,73223,114.84
1312,57166,71.06
1313,84410,116.49
1314,69554,60.38
1315,11008,61.74
1316,61268,71.75
1317,29846,120.84
1318,47923,106.57
1319,23199,51.59
1320,48151,113.36
1321,87378,100.23
1322,13939,120.25
1323,92089,75.31
1324,25214,83.98
1325,68166,58.48
1326,90623,66.64
1327,20308,78.31
1328,75798,48.62
1329,35270,120.94
1330,49026,74.33
1331,58010,157.72
1332,63048,68.22
1333,74989,49.14
1334,19335,109.63
1335,39443,104.42
1336,24177,98.19
1337,20120,51.11
1338,78831,174.03
1339,95952,62.60
1340,86695,94.87
1341,88651,99.77
1342,78711,37.89
1343,81319,41.21
1344,35704,79.80
1345,25359,69.19
1346,85658,95.15
1347,78424,97.25
1348,10940,102.36
1349,90079,87.72
1350,77707,130.26
1351,67095,107.43
1352,33949,40.26
1353,32527,183.28
1354,90235,108.21
1355,92821,134.03
1356,30122,52.90
1357,30621,193.53
1358,10005,28.98
1359,40918,150.06
1360,19318,160.35
1361,74363,107.33
1362,51051,95.01
1363,64109,143.80
1364,88760,54.96
1365,72142,140.28
1366,98240,121.73
1367,19328,82.30
1368,98132,126.64
1369,91558,73.29
1370,10773,99.71
1371,72944,29.06
1372,78836,87.15
1373,99529,80.11
1374,28808,133.88
1375,45289,89.10
1376,46868,123.44
1377,52679,88.23
1378,57167,166.78
1379,14589,77.36
1380,30218,106.61
1381,56602,129.28
1382,26022,41.26
1383,16650,81.53
1384,52286,127.26
1385,40468,150.65
1386,13532,58.24
1387,85431,117.78
1388,71040,166.58
1389,59312,75.63
1390,32836,87.37
1391,35158,63.13
1392,12689,92.55
1393,65377,76.56
1394,30531,147.35
1395,91199,102.06
1396,15147,154.62
1397,40279,101.44
1398,18821,99.27
1399,47096,63.31
1400,27958,139.44
1401,88067,90.15
1402,79853,152.36
1403,98511,55.29
1404,43126,95.24
1405,57264,34.61
1406,77306,128.87
1407,32736,109.49
1408,93606,81.38
1409,26333,37.21
1410,23950,76.43
1411,22018,113.88
1412,39031,13.51
1413,22775,85.66
1414,74002,105.87
1415,38942,37.16
1416,44363,143.81
1417,99813,106.14
1418,98886,61.99
1419,15891,76.58
1420,69250,147.72
1421,18476,112.78
1422,43736,82.25
1423,58913,135.42
1424,17606,101.23
1425,82947,43.55
1426,41927,101.20
1427,43644,156.21
1428,22248,101.40
1429,29618,125.39
1430,93449,64.40
1431,78322,165.11
1432,86676,101.79
1433,72331,112.08
1434,85237,146.96
1435,72467,45.56
1436,20439,59.84
1437,20816,80.84
1438,36700,88.29
1439,46325,97.11
1440,76479,92.21
1441,77794,51.57
1442,31988,149.66
1443,19485,134.40
1444,91960,87.51
1445,79902,140.76
1446,27741,146.89
1447,66074,97.85
1448,47953,98.79
1449,31086,110.14
1450,22163,69.09
1451,14376,176.93
1452,88833,98.22
1453,86444,108.81
1454,39567,102.72
1455,76694,140.42
1456,44998,88.28
1457,79039,148.83
1458,23955,119.14
1459,59483,39.51
1460,18699,112.12
1461,33128,104.01
1462,98908,147.38
1463,26207,123.78
1464,28853,161.73
1465,30770,115.73
1466,50622,94.83
1467,70349,167.82
1468,14210,31.68
1469,22601,104.48
1470,11398,100.25
1471,61576,152.32
1472,74750,31.53
1473,83167,129.37
1474,94387,71.90
1475,68540,20.42
1476,18418,143.43
1477,51823,56.67
1478,77232,64.88
1479,27126,59.75
1480,10203,82.26
1481,94914,44.72
1482,15086,125.33
1483,23824,139.55
1484,98676,38.21
1485,37217,56.41
1486,56807,66.15
1487,46225,38.10
1488,69597,87.76
1489,86800,144.08
1490,34645,113.07
1491,30344,186.84
1492,34154,37.10
1493,68214,100.56
1494,54333,158.86
1495,42136,65.31
1496,31134,85.68
